nama_upt,jenis_upt,kelas_upt,subjenis_upt,provinsi,kanwil,kabupaten_kota,alamat,latitude,longitude,coordinate_quality,coordinate_source,coordinate_score,location_hint,aktif,catatan_verifikasi
Rutan Kelas IIB Kebumen,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Kebumen,,-7.6686894,109.6519465,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KEBUMEN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kudus,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Kudus,,-6.8078233,110.8416866,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KUDUS,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Pemalang,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Pemalang,,-7.0110802,109.39140368595727,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PEMALANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Purbalingga,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Purbalingga,,-7.32733005,109.39989874266684,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PURBALINGGA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Purwodadi,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Grobogan,,-7.09809465,110.89667670375852,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,GROBOGAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Purworejo,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Purworejo,,-7.7130761,110.0090605,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PURWOREJO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Rembang,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Rembang,,-6.76986355,111.45567087811551,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,REMBANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Salatiga,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Kota Salatiga,,-7.331070856570375,110.50171578050006,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SALATIGA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Temanggung,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Temanggung,,-7.2397576,110.12166479843259,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TEMANGGUNG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Wonogiri,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Wonogiri,,-7.9620507,110.95757325155418,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,WONOGIRI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Wonosobo,Rutan,IIB,Umum,Jawa Tengah,Kantor Wilayah Ditjenpas Jawa Tengah,Wonosobo,,-7.39979995,109.92096446847731,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,WONOSOBO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas I Madiun,Lapas,I,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Madiun,,-7.6290837,111.5168819,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MADIUN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas I Malang,Lapas,I,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Malang,,-7.9771308,112.6340265,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MALANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas I Surabaya,Lapas,I,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Kota Surabaya,,-7.280553499183765,112.6690102644065,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SURABAYA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Banyuwangi,Lapas,IIA,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Banyuwangi,,-8.3325711,114.14157903949865,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BANYUWANGI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Bojonegoro,Lapas,IIA,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Bojonegoro,,-7.22787145,111.81462004686449,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BOJONEGORO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Jember,Lapas,IIA,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Jember,,-8.1688563,113.7021772,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,JEMBER,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Kediri,Lapas,IIA,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Kediri,,-7.8111057,112.0046051,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KEDIRI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Pamekasan,Lapas,IIA,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Pamekasan,,-7.1605439,113.4826273,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PAMEKASAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Sidoarjo,Lapas,IIA,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Sidoarjo,,-7.45597405,112.66088771295344,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SIDOARJO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Blitar,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Blitar,,-8.1311983,112.31155717762763,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BLITAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Bondowoso,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Bondowoso,,-7.9451279,113.88205897169037,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BONDOWOSO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Jombang,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Jombang,,-7.561464,112.24130435297603,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,JOMBANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Lamongan,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Lamongan,,-7.1229318500000005,112.32819354965417,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,LAMONGAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Lumajang,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Lumajang,,-8.135205,113.2244162,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,LUMAJANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Mojokerto,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Mojokerto,,-7.54133775,112.50949745736571,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MOJOKERTO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Ngawi,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Ngawi,,-7.402722,111.4443448,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,NGAWI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Pasuruan,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Pasuruan,,-7.7508114,112.81848297670143,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PASURUAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Probolinggo,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Probolinggo,,-7.7441461,113.2158401,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PROBOLINGGO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Tuban,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Tuban,,-6.8962656,112.0650714,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TUBAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Tulungagung,Lapas,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Tulungagung,,-8.07290355,111.89964078880708,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TULUNGAGUNG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Arjasa,Lapas,III,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Sumenep,,-7.006745,113.8598666,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SUMENEP,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Pamekasan,Lapas,IIA,Narkotika,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Pamekasan,,-7.1605439,113.4826273,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PAMEKASAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Pemuda Kelas IIA Madiun,Lapas,IIA,Pemuda,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Madiun,,-7.6290837,111.5168819,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MADIUN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIA Malang,Lapas,IIA,Perempuan,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Malang,,-7.9771308,112.6340265,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MALANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas I Surabaya,Rutan,I,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Kota Surabaya,,-7.280553499183765,112.6690102644065,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SURABAYA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Bangil,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Pasuruan,,-7.7508114,112.81848297670143,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PASURUAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Bangkalan,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Bangkalan,,-7.04637245,112.89625027008556,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BANGKALAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Gresik,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Gresik,,-5.79334655,112.6598223201143,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,GRESIK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kraksaan,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Probolinggo,,-7.7441461,113.2158401,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PROBOLINGGO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Magetan,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Magetan,,-7.6542489,111.33605653488618,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MAGETAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Nganjuk,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Nganjuk,,-7.61501615,111.94650745492764,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,NGANJUK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Pacitan,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Pacitan,,-8.1017184,111.14467109984247,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PACITAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Ponorogo,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Ponorogo,,-7.97122665,111.49889293326967,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PONOROGO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sampang,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Sampang,,-7.05781575,113.25405409767842,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SAMPANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Situbondo,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Situbondo,,-7.7067843,114.0054142,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SITUBONDO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sumenep,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Sumenep,,-7.006745,113.8598666,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SUMENEP,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Trenggalek,Rutan,IIB,Umum,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Trenggalek,,-8.13593475,111.64019829777817,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TRENGGALEK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Perempuan Kelas IIA Surabaya,Rutan,IIA,Perempuan,Jawa Timur,Kantor Wilayah Ditjenpas Jawa Timur,Kota Surabaya,,-7.280553499183765,112.6690102644065,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SURABAYA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Pontianak,Lapas,IIA,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Kota Pontianak,,-0.08290291121207446,109.35182199251852,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PONTIANAK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Ketapang,Lapas,IIB,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Ketapang,,-1.68149665,110.46476065438004,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KETAPANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Singkawang,Lapas,IIB,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Kota Singkawang,,0.7932751013320446,108.98628643605365,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SINGKAWANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Sintang,Lapas,IIB,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Sintang,,0.1927001,111.55981182271624,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SINTANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIA Pontianak,Lapas,IIA,Perempuan,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Kota Pontianak,,-0.08290291121207446,109.35182199251852,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PONTIANAK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIA Pontianak,Rutan,IIA,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Kota Pontianak,,-0.08290291121207446,109.35182199251852,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PONTIANAK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Bengkayang,Rutan,IIB,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Bengkayang,,1.0157755,109.7080333243031,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BENGKAYANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Landak,Rutan,IIB,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Landak,,0.504635,109.707038346171,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,LANDAK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Mempawah,Rutan,IIB,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Mempawah,,0.3440181,109.10197611965154,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MEMPAWAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Putussibau,Rutan,IIB,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Kapuas Hulu,,0.8274259500000001,112.79654118259097,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KAPUAS HULU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sambas,Rutan,IIB,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Sambas,,1.52190995,109.4138089644859,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SAMBAS,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sanggau,Rutan,IIB,Umum,Kalimantan Barat,Kantor Wilayah Ditjenpas Kalimantan Barat,Sanggau,,0.3502299,110.54704242825211,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SANGGAU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Banjarmasin,Lapas,IIA,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Kota Banjarmasin,,-3.330127694505109,114.59757148623717,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BANJARMASIN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Kotabaru,Lapas,IIA,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Kotabaru,,-2.7951096499999997,115.97125475603532,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KOTABARU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Amuntai,Lapas,IIB,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Hulu Sungai Utara,,-2.4242448999999997,115.15970607601024,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,HULU SUNGAI UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Banjar Baru,Lapas,IIB,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Kota Banjarbaru,,-3.487358445321985,114.70267524125425,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BANJARBARU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Tanjung,Lapas,IIB,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Tabalong,,-1.8363209,115.51553368747264,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TABALONG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Karang Intan,Lapas,IIA,Narkotika,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Kota Banjarmasin,,-3.330127694505109,114.59757148623717,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BANJAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIA Martapura,Lapas,IIA,Perempuan,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,,,-3.0926,115.2838,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.106,OGAN KOMERING ULU TIMUR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Barabai,Rutan,IIB,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Hulu Sungai Tengah,,-2.6187576999999997,115.42929968958293,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,HULU SUNGAI TENGAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kandangan,Rutan,IIB,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Hulu Sungai Selatan,,-2.71258085,115.15877705354862,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,HULU SUNGAI SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Marabahan,Rutan,IIB,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Barito Kuala,,-3.0192963500000003,114.6779323066177,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BARITO KUALA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Pelaihari,Rutan,IIB,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Tanah Laut,,-3.8440385,114.98885931183128,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TANAH LAUT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Rantau,Rutan,IIB,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Tapin,,-2.8622729500000004,115.01096398201116,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TAPIN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Tanjung,Rutan,IIB,Umum,Kalimantan Selatan,Kantor Wilayah Ditjenpas Kalimantan Selatan,Tabalong,,-1.8363209,115.51553368747264,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TABALONG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Palangkaraya,Lapas,IIA,Umum,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,,,-1.6815,113.3824,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.421,PALANGKA RAYA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Muara Teweh,Lapas,IIB,Umum,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,Barito Utara,,-0.75421105,115.04514465808126,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BARITO UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
