nama_upt,jenis_upt,kelas_upt,subjenis_upt,provinsi,kanwil,kabupaten_kota,alamat,latitude,longitude,coordinate_quality,coordinate_source,coordinate_score,location_hint,aktif,catatan_verifikasi
Rutan Kelas IIB Masamba,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Luwu Utara,,-2.40378845,120.1301346732941,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LUWU UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Pangkajene,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Pangkajene Kepulauan,,-4.75444955,119.58931052015694,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.752,PANGKAJENE DAN KEPULAUAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Pinrang,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Pinrang,,-3.7932568,119.6528692,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PINRANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Selayar,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Kepulauan Selayar,,-7.295818199999999,120.95049891266034,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SELAYAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sengkang,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Wajo,,-3.9655767500000003,120.12793772214954,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,WAJO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sidenreng Rapang,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Sidenreng Rappang,,-3.80786185,120.04501889535373,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SIDENRENG RAPPANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sinjai,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Sinjai,,-5.2006665000000005,120.14418652445201,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SINJAI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Watansoppeng,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Soppeng,,-4.318869599999999,119.91850620500955,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SOPPENG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Palu,Lapas,IIA,Umum,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Kota Palu,,-0.8818095309080598,119.8860740181676,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PALU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Ampana,Lapas,IIB,Umum,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Tojo Una Una,,-1.21313785,121.61960745763055,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TOJO UNA UNA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Luwuk,Lapas,IIB,Umum,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Banggai Kepulauan,,-1.3518454,123.1808567,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BANGGAI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Toli-Toli,Lapas,IIB,Umum,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Toli Toli,,0.9702508000000001,120.88032300140603,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TOLI TOLI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Kolonedale,Lapas,III,Umum,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Morowali Utara,,-1.8418842,121.07716959122936,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MOROWALI UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Leok,Lapas,III,Umum,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Buol,,1.0123735,121.3120524,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BUOL,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Parigi,Lapas,III,Umum,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Parigi Moutong,,-0.23836055,119.95993110540971,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PARIGI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas III Palu,Lapas,III,Perempuan,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Kota Palu,,-0.8818095309080598,119.8860740181676,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PALU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIA Palu,Rutan,IIA,Umum,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Kota Palu,,-0.8818095309080598,119.8860740181676,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PALU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Donggala,Rutan,IIB,Umum,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Donggala,,-1.04782015,119.67584652002927,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,DONGGALA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Poso,Rutan,IIB,Umum,Sulawesi Tengah,Kantor Wilayah Ditjenpas Sulawesi Tengah,Poso,,-1.6568513,120.5421575,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,POSO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Baubau,Lapas,IIA,Umum,Sulawesi Tenggara,Kantor Wilayah Ditjenpas Sulawesi Tenggara,Kota Bau Bau,,-5.45803665160482,122.60198032849547,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BAU BAU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Kendari,Lapas,IIA,Umum,Sulawesi Tenggara,Kantor Wilayah Ditjenpas Sulawesi Tenggara,Kota Kendari,,-4.003435859819829,122.5156089188261,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KENDARI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas III Kendari,Lapas,III,Perempuan,Sulawesi Tenggara,Kantor Wilayah Ditjenpas Sulawesi Tenggara,Kota Kendari,,-4.003435859819829,122.5156089188261,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KENDARI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIA Kendari,Rutan,IIA,Umum,Sulawesi Tenggara,Kantor Wilayah Ditjenpas Sulawesi Tenggara,Kota Kendari,,-4.003435859819829,122.5156089188261,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KENDARI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kolaka,Rutan,IIB,Umum,Sulawesi Tenggara,Kantor Wilayah Ditjenpas Sulawesi Tenggara,Kolaka Utara,,-3.2605039,121.09339837246316,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KOLAKA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Raha,Rutan,IIB,Umum,Sulawesi Tenggara,Kantor Wilayah Ditjenpas Sulawesi Tenggara,Muna Barat,,-4.803671250000001,122.45145451148004,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MUNA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Unaaha,Rutan,IIB,Umum,Sulawesi Tenggara,Kantor Wilayah Ditjenpas Sulawesi Tenggara,Konawe Kepulauan,,-4.1194809,123.09856387058304,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KONAWE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Manado,Lapas,IIA,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Kota Manado,,1.4874580703608735,124.85625449689701,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MANADO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Bitung,Lapas,IIB,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Kota Bitung,,1.4625993206592116,125.24291906696544,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BITUNG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Tahuna,Lapas,IIB,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Kepulauan Sangihe,,3.5527078999999997,125.54656453706113,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KEPULAUAN SANGIHE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Tondano,Lapas,IIB,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Minahasa Tenggara,,0.98826725,124.7306505503255,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MINAHASA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Ulu Siau,Lapas,IIB,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,,,0.6247,123.975,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.344,KEPULAUAN SIAU TAGULANDANG BIARO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Amurang,Lapas,III,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Minahasa Selatan,,1.07031,124.43616224074206,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MINAHASA SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Enemawira,Lapas,III,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Kepulauan Sangihe,,3.5527078999999997,125.54656453706113,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KEPULAUAN SANGIHE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Lirung,Lapas,III,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Kepulauan Talaud,,4.2694929,126.81354994457188,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KEPULAUAN TALAUD,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Tagulandang,Lapas,III,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,,,0.6247,123.975,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.344,KEPULAUAN SIAU TAGULANDANG BIARO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Tamako,Lapas,III,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Kepulauan Sangihe,,3.5527078999999997,125.54656453706113,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KEPULAUAN SANGIHE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIB Manado,Lapas,IIB,Perempuan,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Kota Manado,,1.4874580703608735,124.85625449689701,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MANADO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIA Manado,Rutan,IIA,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Kota Manado,,1.4874580703608735,124.85625449689701,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MANADO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kotamobagu,Rutan,IIB,Umum,Sulawesi Utara,Kantor Wilayah Ditjenpas Sulawesi Utara,Kota Kotamobagu,,0.7336569093455327,124.27507727447404,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KOTAMOBAGU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Bukittinggi,Lapas,IIA,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Kota Bukittinggi,,-0.3080290473928087,100.3963205570485,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BUKITTINGGI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Padang,Lapas,IIA,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Padang Pariaman,,-0.56909175,100.27702620276852,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PADANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Lubuk Basung,Lapas,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Agam,,-0.2547205,100.17003113862154,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,AGAM,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Muara Sijunjung,Lapas,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Sijunjung,,-0.6964425,100.9936303,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MUARA SIJUNJUNG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Pariaman,Lapas,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Padang Pariaman,,-0.56909175,100.27702620276852,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PARIAMAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Payakumbuh,Lapas,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Kota Payakumbuh,,-0.24775188534394676,100.6349314057114,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PAYAKUMBUH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Solok,Lapas,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Solok Selatan,,-1.5573292,101.239478,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SOLOK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Alahan Panjang,Lapas,III,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Solok Selatan,,-1.5573292,101.239478,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SOLOK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Dharmasraya,Lapas,III,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Dharmasraya,,-1.2586300000000001,101.5799056323597,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,DHARMASRAYA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Suliki,Lapas,III,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Lima Puluh Kota,,0.02785495,100.59130824831114,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LIMA PULUH KOTA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Talu,Lapas,III,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Pasaman Barat,,0.18753815000000001,99.69351567782829,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PASAMAN BARAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas III Sawahlunto,Lapas,III,Narkotika,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Kota Sawahlunto,,-0.6383044738023462,100.78368525453901,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SAWAHLUNTO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIB Padang,Lapas,IIB,Perempuan,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Padang Pariaman,,-0.56909175,100.27702620276852,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PADANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Terbuka Kelas IIB Pasaman,Lapas,IIB,Terbuka,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Pasaman Barat,,0.18753815000000001,99.69351567782829,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PASAMAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Batusangkar,Rutan,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Tanah Datar,,-0.46899599999999997,100.6361603130247,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TANAH DATAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Lubuk Sikaping,Rutan,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Pasaman Barat,,0.18753815000000001,99.69351567782829,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PASAMAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Maninjau,Rutan,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Agam,,-0.2547205,100.17003113862154,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,AGAM,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Muara Labuh,Rutan,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Solok Selatan,,-1.5573292,101.239478,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SOLOK SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Padang,Rutan,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Padang Pariaman,,-0.56909175,100.27702620276852,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PADANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Padang Panjang,Rutan,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Kota Padang Panjang,,-0.46605825861233036,100.4037107759545,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PADANG PANJANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Painan,Rutan,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Pesisir Selatan,,-1.7185793500000002,100.92702485095103,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PESISIR SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sawahlunto,Rutan,IIB,Umum,Sumatera Barat,Kantor Wilayah Ditjenpas Sumatera Barat,Kota Sawahlunto,,-0.6383044738023462,100.78368525453901,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SAWAHLUNTO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas I Palembang,Lapas,I,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Kota Palembang,,-2.964356134979077,104.77419309717557,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PALEMBANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Banyuasin,Lapas,IIA,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Musi Banyuasin,,-2.49093405,103.7048186413551,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BANYUASIN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Lahat,Lapas,IIA,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Lahat,,-3.87934575,103.41408633497844,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,LAHAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Lubuk Linggau,Lapas,IIA,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Kota Lubuk Linggau,,-3.279927379533289,102.85910919580006,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,LUBUK LINGGAU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Tanjung Raja,Lapas,IIA,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Ogan Ilir,,-3.39816945,104.65249983252004,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,OGAN ILIR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Empat Lawang,Lapas,IIB,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Empat Lawang,,-3.7154833,102.93247238633131,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,EMPAT LAWANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Kayu Agung,Lapas,IIB,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Ogan Komering Ilir,,-3.32885385,105.39978661591645,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,OGAN KOMERING ILIR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Martapura,Lapas,IIB,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Ogan Komering Ulu Timur,,-4.11600925,104.55848109942238,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,OGAN KOMERING ULU TIMUR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Muara Dua,Lapas,IIB,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Ogan Komering Ulu Selatan,,-4.5702304,103.92495365763118,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,OGAN KOMERING ULU SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Muara Enim,Lapas,IIB,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Muara Enim,,-3.84670675,103.96157194770801,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MUARA ENIM,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Sekayu,Lapas,IIB,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Musi Banyuasin,,-2.49093405,103.7048186413551,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MUSI BANYUASIN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Pagar Alam,Lapas,III,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Kota Pagar Alam,,-4.142764781137731,103.2224555958369,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PAGAR ALAM,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Sarolangun Rawas,Lapas,III,Umum,Sumatera Selatan,Kantor Wilayah Ditjenpas Sumatera Selatan,Musi Rawas Utara,,-2.7351502,102.9014652,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MUSI RAWAS,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
